fileName,totalCount,surpriseCount,index_pairs,surpriseScore,threshold
136875.txt,24.0,3,"11,12|12,13|18,19|",0.125,0.27774000000000004
196433.txt,18.0,2,"7,8|8,9|",0.1111111111111111,0.34523550000000003
27918.txt,22.0,3,"9,10|12,13|13,14|",0.13636363636363635,0.33613300000000002
207386.txt,31.0,3,"25,26|26,27|27,28|",0.096774193548387094,0.37543800000000005
196341.txt,17.0,2,"11,12|12,13|",0.11764705882352941,0.39370300000000003
38192.txt,38.0,4,"3,4|16,17|17,18|37,38|",0.10526315789473684,0.25177900000000003
265517.txt,24.0,2,"5,6|23,24|",0.083333333333333329,0.29423050000000001
97017.txt,27.0,3,"14,15|17,18|18,19|",0.1111111111111111,0.37823399999999996
156830.txt,56.0,5,"2,3|3,4|4,5|19,20|42,43|",0.089285714285714288,0.37110399999999999
12790.txt,12.0,1,"2,3|",0.083333333333333329,0.38835249999999999
242631.txt,28.0,2,"7,8|12,13|",0.071428571428571425,0.3977425
213318.txt,24.0,2,"15,16|19,20|",0.083333333333333329,0.32488649999999997
240740.txt,44.0,2,"36,37|37,38|",0.045454545454545456,0.36662725000000002
149904.txt,37.0,2,"10,11|28,29|",0.054054054054054057,0.34959899999999999
167421.txt,27.0,4,"20,21|21,22|22,23|23,24|",0.14814814814814814,0.32818000000000003
156824.txt,75.0,7,"39,40|42,43|43,44|46,47|47,48|50,51|53,54|",0.093333333333333338,0.250413
221382.txt,12.0,2,"5,6|6,7|",0.16666666666666666,0.34767175
246319.txt,15.0,1,"9,10|",0.066666666666666666,0.38236300000000001
158821.txt,14.0,1,"6,7|",0.071428571428571425,0.147731
227095.txt,17.0,1,"13,14|",0.058823529411764705,0.37776199999999999
197936.txt,19.0,1,"1,2|",0.052631578947368418,0.36307049999999996
249980.txt,8.0,1,"7,8|",0.125,0.33849625
51681.txt,44.0,2,"24,25|25,26|",0.045454545454545456,0.37855925000000001
162564.txt,24.0,3,"6,7|11,12|14,15|",0.125,0.18161625000000001
207422.txt,18.0,2,"3,4|4,5|",0.1111111111111111,0.37276749999999997
17819.txt,25.0,1,"20,21|",0.040000000000000001,0.39074399999999998
267498.txt,22.0,1,"3,4|",0.045454545454545456,0.38805275000000006
31148.txt,11.0,1,"6,7|",0.090909090909090912,0.2540115
82382.txt,33.0,3,"6,7|23,24|24,25|",0.090909090909090912,0.374996
249017.txt,18.0,1,"5,6|",0.055555555555555552,0.33392525000000001
172987.txt,27.0,5,"14,15|19,20|20,21|21,22|22,23|",0.18518518518518517,0.301786
259204.txt,22.0,3,"5,6|8,9|14,15|",0.13636363636363635,0.354325
256137.txt,10.0,1,"4,5|",0.10000000000000001,0.37902324999999998
156831.txt,28.0,3,"13,14|14,15|22,23|",0.10714285714285714,0.28465475000000001
126468.txt,34.0,4,"1,2|12,13|18,19|23,24|",0.11764705882352941,0.38711250000000003
3913.txt,35.0,4,"22,23|23,24|24,25|25,26|",0.11428571428571428,0.37891350000000001
79871.txt,8.0,1,"4,5|",0.125,0.34542204999999998
131855.txt,16.0,2,"4,5|5,6|",0.125,0.352136
138681.txt,18.0,2,"6,7|16,17|",0.1111111111111111,0.14119524999999999
269476.txt,17.0,2,"8,9|9,10|",0.11764705882352941,0.39692100000000002
153746.txt,14.0,2,"1,2|2,3|",0.14285714285714285,0.38379674999999996
117104.txt,30.0,2,"9,10|10,11|",0.066666666666666666,0.36390924999999996
157534.txt,31.0,1,"17,18|",0.032258064516129031,0.3990165
161938.txt,14.0,1,"2,3|",0.071428571428571425,0.39137575000000002
38434.txt,21.0,1,"4,5|",0.047619047619047616,0.29187800000000003
169141.txt,59.0,8,"23,24|30,31|34,35|49,50|50,51|51,52|54,55|55,56|",0.13559322033898305,0.33765400000000001
122430.txt,17.0,1,"10,11|",0.058823529411764705,0.39942300000000003
172561.txt,18.0,3,"10,11|14,15|15,16|",0.16666666666666666,0.32732725000000001
123060.txt,12.0,1,"5,6|",0.083333333333333329,0.3952445
86480.txt,14.0,1,"13,14|",0.071428571428571425,0.34381824999999999
9796.txt,36.0,3,"4,5|9,10|25,26|",0.083333333333333329,0.3531185
178064.txt,44.0,5,"4,5|5,6|6,7|22,23|38,39|",0.11363636363636363,0.23837824999999999
66212.txt,55.0,6,"5,6|11,12|15,16|18,19|28,29|31,32|",0.10909090909090909,0.32098850000000001
55814.txt,9.0,1,"2,3|",0.1111111111111111,0.25664599999999999
210360.txt,44.0,5,"7,8|10,11|20,21|28,29|29,30|",0.11363636363636363,0.36366124999999994
58465.txt,61.0,5,"42,43|45,46|48,49|51,52|54,55|",0.081967213114754092,0.30113899999999999
237046.txt,35.0,2,"8,9|17,18|",0.057142857142857141,0.37871949999999999
160818.txt,33.0,3,"15,16|28,29|31,32|",0.090909090909090912,0.35518
100652.txt,17.0,2,"1,2|11,12|",0.11764705882352941,0.38945200000000002
58471.txt,26.0,1,"15,16|",0.038461538461538464,0.39131099999999996
142461.txt,34.0,3,"5,6|32,33|33,34|",0.088235294117647065,0.37595400000000001
269112.txt,65.0,5,"45,46|54,55|58,59|59,60|60,61|",0.076923076923076927,0.39920300000000003
270443.txt,61.0,4,"30,31|36,37|46,47|47,48|",0.065573770491803282,0.39680700000000002
59747.txt,35.0,3,"28,29|29,30|33,34|",0.085714285714285715,0.38331099999999996
41108.txt,34.0,2,"2,3|12,13|",0.058823529411764705,0.37946075000000001
230701.txt,25.0,1,"9,10|",0.040000000000000001,0.38324600000000003
32694.txt,25.0,1,"24,25|",0.040000000000000001,0.33669099999999996
113612.txt,61.0,4,"23,24|24,25|33,34|56,57|",0.065573770491803282,0.39403199999999999
102079.txt,46.0,7,"10,11|11,12|12,13|13,14|19,20|20,21|25,26|",0.15217391304347827,0.3462345
8339.txt,31.0,2,"20,21|23,24|",0.064516129032258063,0.35541149999999999
73757.txt,16.0,1,"5,6|",0.0625,0.29722749999999998
269099.txt,67.0,6,"10,11|21,22|22,23|23,24|48,49|49,50|",0.089552238805970144,0.39120900000000003
20469.txt,23.0,2,"16,17|19,20|",0.086956521739130432,0.39261000000000001
102858.txt,26.0,2,"6,7|22,23|",0.076923076923076927,0.32858150000000003
123114.txt,23.0,1,"8,9|",0.043478260869565216,0.35392849999999998
204513.txt,10.0,1,"1,2|",0.10000000000000001,0.27075725
212371.txt,31.0,2,"6,7|20,21|",0.064516129032258063,0.39686650000000001
219224.txt,10.0,2,"1,2|2,3|",0.20000000000000001,0.31844824999999999
58288.txt,55.0,4,"21,22|43,44|53,54|54,55|",0.072727272727272724,0.36154649999999999
69041.txt,22.0,2,"10,11|18,19|",0.090909090909090912,0.31508900000000001
131262.txt,37.0,5,"18,19|33,34|34,35|35,36|36,37|",0.13513513513513514,0.26193699999999998
34434.txt,70.0,9,"1,2|4,5|29,30|34,35|35,36|47,48|60,61|61,62|65,66|",0.12857142857142856,0.38684450000000004
92218.txt,15.0,1,"7,8|",0.066666666666666666,0.29732399999999998
102125.txt,19.0,1,"16,17|",0.052631578947368418,0.33106000000000002
87173.txt,24.0,4,"8,9|9,10|17,18|18,19|",0.16666666666666666,0.32900500000000005
44892.txt,27.0,1,"9,10|",0.037037037037037035,0.38592000000000004
272308.txt,14.0,1,"4,5|",0.071428571428571425,0.3989605
237654.txt,26.0,2,"16,17|25,26|",0.076923076923076927,0.37902374999999999
161496.txt,42.0,4,"21,22|22,23|26,27|31,32|",0.095238095238095233,0.37691824999999995
43119.txt,25.0,2,"20,21|23,24|",0.080000000000000002,0.37464500000000001
4477.txt,53.0,4,"22,23|26,27|32,33|42,43|",0.075471698113207544,0.23089499999999999
162821.txt,13.0,1,"2,3|",0.076923076923076927,0.360342
109058.txt,45.0,4,"11,12|34,35|39,40|40,41|",0.088888888888888892,0.36002699999999999
55592.txt,30.0,3,"6,7|12,13|13,14|",0.10000000000000001,0.28997800000000001
70048.txt,49.0,5,"2,3|5,6|6,7|16,17|46,47|",0.10204081632653061,0.299817
112875.txt,25.0,3,"5,6|18,19|21,22|",0.12,0.34217700000000001
212615.txt,20.0,2,"5,6|14,15|",0.10000000000000001,0.38946249999999999
62464.txt,34.0,3,"3,4|7,8|21,22|",0.088235294117647065,0.33965025000000004
261837.txt,31.0,3,"3,4|6,7|12,13|",0.096774193548387094,0.37833649999999996
161657.txt,22.0,3,"1,2|2,3|13,14|",0.13636363636363635,0.37963799999999998
122791.txt,47.0,3,"6,7|7,8|14,15|",0.063829787234042548,0.37961999999999996
190645.txt,64.0,6,"8,9|23,24|49,50|53,54|56,57|63,64|",0.09375,0.36748124999999998
98523.txt,15.0,1,"11,12|",0.066666666666666666,0.31033300000000003
210957.txt,38.0,2,"16,17|22,23|",0.052631578947368418,0.34970224999999999
136900.txt,72.0,8,"31,32|32,33|44,45|58,59|59,60|63,64|70,71|71,72|",0.1111111111111111,0.36040375000000002
115667.txt,8.0,1,"2,3|",0.125,0.37949325
95991.txt,17.0,1,"3,4|",0.058823529411764705,0.22085500000000002
158773.txt,28.0,1,"17,18|",0.035714285714285712,0.39897974999999997
191573.txt,20.0,3,"1,2|2,3|3,4|",0.14999999999999999,0.32577049999999996
95706.txt,62.0,5,"4,5|24,25|27,28|51,52|52,53|",0.080645161290322578,0.36395649999999996
266118.txt,33.0,2,"7,8|22,23|",0.060606060606060608,0.356373
263060.txt,13.0,1,"1,2|",0.076923076923076927,0.33183499999999999
204945.txt,21.0,1,"4,5|",0.047619047619047616,0.34336300000000003
193459.txt,34.0,3,"9,10|13,14|29,30|",0.088235294117647065,0.28634749999999998
152211.txt,16.0,1,"12,13|",0.0625,0.32215450000000001
159422.txt,18.0,2,"14,15|15,16|",0.1111111111111111,0.33524350000000003
38080.txt,77.0,10,"18,19|52,53|55,56|56,57|57,58|62,63|63,64|67,68|68,69|69,70|",0.12987012987012986,0.32555899999999999
95712.txt,32.0,3,"27,28|30,31|31,32|",0.09375,0.32369949999999997
236713.txt,21.0,2,"4,5|5,6|",0.095238095238095233,0.20835200000000001
234662.txt,20.0,2,"14,15|17,18|",0.10000000000000001,0.24481150000000002
75816.txt,37.0,1,"11,12|",0.027027027027027029,0.39235999999999999
40661.txt,16.0,1,"5,6|",0.0625,0.38255374999999997
114278.txt,13.0,1,"6,7|",0.076923076923076927,0.3669
95048.txt,66.0,7,"14,15|15,16|23,24|24,25|35,36|45,46|59,60|",0.10606060606060606,0.32791575000000001
181075.txt,40.0,4,"22,23|23,24|24,25|29,30|",0.10000000000000001,0.37824125000000003
114293.txt,13.0,1,"6,7|",0.076923076923076927,0.358101
249886.txt,22.0,2,"10,11|13,14|",0.090909090909090912,0.32988599999999996
99841.txt,24.0,3,"6,7|7,8|8,9|",0.125,0.36199524999999999
253606.txt,39.0,5,"4,5|5,6|10,11|23,24|26,27|",0.12820512820512819,0.34940850000000001
215653.txt,19.0,2,"2,3|16,17|",0.10526315789473684,0.30148849999999999
126553.txt,29.0,2,"25,26|26,27|",0.068965517241379309,0.382052
172102.txt,33.0,3,"8,9|27,28|31,32|",0.090909090909090912,0.32167899999999999
38043.txt,31.0,2,"21,22|30,31|",0.064516129032258063,0.29336699999999999
173552.txt,14.0,1,"13,14|",0.071428571428571425,0.39684449999999999
214571.txt,14.0,1,"1,2|",0.071428571428571425,0.33217350000000001
95935.txt,87.0,8,"38,39|60,61|63,64|66,67|72,73|73,74|77,78|85,86|",0.091954022988505746,0.33915000000000001
73081.txt,58.0,6,"7,8|8,9|16,17|17,18|26,27|32,33|",0.10344827586206896,0.39746775000000001
227420.txt,16.0,2,"11,12|15,16|",0.125,0.30441675000000001
199376.txt,14.0,1,"6,7|",0.071428571428571425,0.31790299999999999
225223.txt,17.0,1,"8,9|",0.058823529411764705,0.24251199999999998
178836.txt,29.0,4,"12,13|25,26|26,27|27,28|",0.13793103448275862,0.349275
192237.txt,34.0,2,"18,19|23,24|",0.058823529411764705,0.38578374999999998
169085.txt,23.0,2,"12,13|16,17|",0.086956521739130432,0.39421050000000002
270222.txt,51.0,2,"2,3|6,7|",0.039215686274509803,0.38357150000000001
158502.txt,21.0,3,"10,11|11,12|17,18|",0.14285714285714285,0.31644299999999997
145235.txt,16.0,1,"15,16|",0.0625,0.33288075
49447.txt,26.0,3,"6,7|11,12|23,24|",0.11538461538461539,0.25096049999999998
8558.txt,54.0,7,"2,3|3,4|4,5|18,19|27,28|43,44|49,50|",0.12962962962962962,0.370338
210529.txt,16.0,1,"15,16|",0.0625,0.32448775000000002
237828.txt,23.0,2,"11,12|20,21|",0.086956521739130432,0.32657849999999999
59867.txt,24.0,3,"7,8|8,9|23,24|",0.125,0.36937999999999999
67751.txt,21.0,2,"11,12|12,13|",0.095238095238095233,0.27770800000000001
5929.txt,46.0,3,"5,6|16,17|24,25|",0.065217391304347824,0.33376275
271869.txt,19.0,1,"8,9|",0.052631578947368418,0.35002999999999995
173778.txt,12.0,1,"9,10|",0.083333333333333329,0.25401249999999997
247465.txt,18.0,3,"3,4|6,7|7,8|",0.16666666666666666,0.37364425000000001
171609.txt,21.0,2,"12,13|15,16|",0.095238095238095233,0.24193299999999998
182959.txt,12.0,1,"6,7|",0.083333333333333329,0.29756850000000001
107947.txt,11.0,1,"9,10|",0.090909090909090912,0.38734750000000001
70577.txt,23.0,2,"15,16|16,17|",0.086956521739130432,0.31385600000000002
260794.txt,17.0,1,"4,5|",0.058823529411764705,0.248304
200060.txt,13.0,1,"6,7|",0.076923076923076927,0.26136700000000002
65608.txt,7.0,1,"6,7|",0.14285714285714285,0.36398750000000002
189777.txt,28.0,3,"9,10|18,19|21,22|",0.10714285714285714,0.25502049999999998
60837.txt,35.0,5,"9,10|10,11|11,12|14,15|15,16|",0.14285714285714285,0.34004499999999999
60189.txt,36.0,3,"1,2|8,9|9,10|",0.083333333333333329,0.35917325
58416.txt,45.0,4,"16,17|31,32|32,33|35,36|",0.088888888888888892,0.36580999999999997
261501.txt,23.0,1,"8,9|",0.043478260869565216,0.30558600000000002
271712.txt,65.0,9,"17,18|18,19|28,29|29,30|30,31|48,49|49,50|50,51|51,52|",0.13846153846153847,0.33479399999999998
105759.txt,16.0,2,"8,9|13,14|",0.125,0.300064
91164.txt,27.0,1,"21,22|",0.037037037037037035,0.35851199999999994
263464.txt,17.0,1,"11,12|",0.058823529411764705,0.376419
272569.txt,29.0,2,"24,25|25,26|",0.068965517241379309,0.32077800000000001
188441.txt,41.0,5,"11,12|12,13|25,26|29,30|39,40|",0.12195121951219512,0.33093400000000001
230766.txt,11.0,1,"3,4|",0.090909090909090912,0.32015950000000004
229237.txt,19.0,1,"8,9|",0.052631578947368418,0.33370299999999997
259908.txt,9.0,1,"6,7|",0.1111111111111111,0.32468600000000003
111076.txt,21.0,1,"1,2|",0.047619047619047616,0.28907100000000002
251401.txt,14.0,2,"1,2|2,3|",0.14285714285714285,0.38747275000000003
129270.txt,23.0,2,"7,8|17,18|",0.086956521739130432,0.37637300000000001
239965.txt,21.0,2,"6,7|14,15|",0.095238095238095233,0.314697
228868.txt,31.0,1,"9,10|",0.032258064516129031,0.31051200000000001
253564.txt,32.0,1,"31,32|",0.03125,0.37233474999999999
259061.txt,19.0,2,"9,10|18,19|",0.10526315789473684,0.30906450000000002
217468.txt,45.0,2,"17,18|33,34|",0.044444444444444446,0.34894700000000001
48836.txt,29.0,1,"9,10|",0.034482758620689655,0.32733899999999999
118091.txt,30.0,3,"17,18|24,25|25,26|",0.10000000000000001,0.31152974999999999
171999.txt,53.0,5,"32,33|33,34|34,35|50,51|51,52|",0.094339622641509441,0.25450500000000004
127507.txt,25.0,2,"20,21|21,22|",0.080000000000000002,0.307583
189944.txt,55.0,6,"9,10|41,42|45,46|46,47|50,51|54,55|",0.10909090909090909,0.37446449999999998
3747.txt,26.0,3,"13,14|17,18|23,24|",0.11538461538461539,0.33193149999999999
87504.txt,53.0,6,"26,27|27,28|28,29|29,30|37,38|52,53|",0.11320754716981132,0.272505
177873.txt,23.0,2,"9,10|17,18|",0.086956521739130432,0.23551450000000002
87262.txt,34.0,4,"5,6|10,11|18,19|26,27|",0.11764705882352941,0.36978625000000004
189207.txt,30.0,2,"2,3|22,23|",0.066666666666666666,0.37533450000000002
68933.txt,17.0,1,"5,6|",0.058823529411764705,0.37909299999999996
122872.txt,19.0,2,"3,4|15,16|",0.10526315789473684,0.35921599999999998
193505.txt,18.0,1,"3,4|",0.055555555555555552,0.38599374999999997
46364.txt,44.0,4,"4,5|22,23|27,28|28,29|",0.090909090909090912,0.34299999999999997
249919.txt,42.0,3,"11,12|27,28|28,29|",0.071428571428571425,0.36366849999999995
59244.txt,18.0,2,"1,2|8,9|",0.1111111111111111,0.33266524999999997
260435.txt,19.0,1,"9,10|",0.052631578947368418,0.388984
98395.txt,26.0,3,"2,3|23,24|24,25|",0.11538461538461539,0.37696249999999998
66739.txt,31.0,2,"1,2|25,26|",0.064516129032258063,0.31055949999999999
207323.txt,23.0,2,"16,17|21,22|",0.086956521739130432,0.29152549999999999
218571.txt,21.0,2,"1,2|14,15|",0.095238095238095233,0.311498
133002.txt,13.0,1,"4,5|",0.076923076923076927,0.26156999999999997
255459.txt,23.0,3,"13,14|16,17|21,22|",0.13043478260869565,0.31502350000000001
131173.txt,14.0,1,"8,9|",0.071428571428571425,0.35886750000000001
69350.txt,19.0,2,"5,6|15,16|",0.10526315789473684,0.37505299999999997
79157.txt,33.0,1,"17,18|",0.030303030303030304,0.39913500000000002
53972.txt,24.0,2,"22,23|23,24|",0.083333333333333329,0.37665124999999999
26334.txt,11.0,1,"7,8|",0.090909090909090912,0.21682800000000002
249071.txt,15.0,1,"6,7|",0.066666666666666666,0.37779050000000003
268901.txt,28.0,1,"13,14|",0.035714285714285712,0.37966824999999998
35374.txt,27.0,2,"8,9|16,17|",0.07407407407407407,0.28573899999999997
64885.txt,88.0,5,"60,61|61,62|64,65|85,86|86,87|",0.056818181818181816,0.35884649999999996
205247.txt,11.0,1,"2,3|",0.090909090909090912,0.37933399999999995
147972.txt,23.0,2,"8,9|21,22|",0.086956521739130432,0.38265499999999997
116283.txt,29.0,3,"9,10|10,11|11,12|",0.10344827586206896,0.25034499999999998
66738.txt,22.0,1,"16,17|",0.045454545454545456,0.3026585
193289.txt,29.0,3,"13,14|17,18|28,29|",0.10344827586206896,0.29929099999999997
169325.txt,21.0,2,"6,7|11,12|",0.095238095238095233,0.22805700000000001
62238.txt,24.0,2,"5,6|10,11|",0.083333333333333329,0.36545125000000001
197789.txt,7.0,1,"3,4|",0.14285714285714285,0.24822
63873.txt,43.0,5,"18,19|30,31|33,34|38,39|39,40|",0.11627906976744186,0.3316635
246381.txt,21.0,3,"2,3|3,4|4,5|",0.14285714285714285,0.35803200000000002
94237.txt,29.0,2,"9,10|18,19|",0.068965517241379309,0.38761799999999996
146311.txt,21.0,2,"12,13|13,14|",0.095238095238095233,0.38909199999999999
203193.txt,17.0,1,"16,17|",0.058823529411764705,0.247479
207493.txt,7.0,1,"4,5|",0.14285714285714285,0.38030350000000002
197038.txt,11.0,1,"6,7|",0.090909090909090912,0.38791100000000001
87263.txt,81.0,9,"18,19|24,25|34,35|37,38|48,49|49,50|56,57|66,67|67,68|",0.1111111111111111,0.37354299999999996
87277.txt,21.0,1,"20,21|",0.047619047619047616,0.38664399999999999
169480.txt,14.0,1,"8,9|",0.071428571428571425,0.36846899999999999
45122.txt,76.0,10,"10,11|34,35|57,58|60,61|63,64|66,67|69,70|70,71|74,75|75,76|",0.13157894736842105,0.33757449999999994
85460.txt,31.0,4,"27,28|28,29|29,30|30,31|",0.12903225806451613,0.38016100000000003
194243.txt,24.0,3,"20,21|21,22|22,23|",0.125,0.38487375000000001
206570.txt,15.0,1,"9,10|",0.066666666666666666,0.38075399999999998
48189.txt,50.0,7,"1,2|36,37|37,38|41,42|42,43|43,44|44,45|",0.14000000000000001,0.36330024999999999
187968.txt,16.0,2,"11,12|12,13|",0.125,0.23962900000000001
151490.txt,17.0,1,"15,16|",0.058823529411764705,0.16148699999999999
262790.txt,10.0,1,"9,10|",0.10000000000000001,0.38442975000000001
261299.txt,22.0,1,"18,19|",0.045454545454545456,0.27046875000000004
76073.txt,37.0,2,"24,25|25,26|",0.054054054054054057,0.236013
194900.txt,11.0,1,"2,3|",0.090909090909090912,0.2829545
14806.txt,10.0,1,"9,10|",0.10000000000000001,0.32479800000000003
129517.txt,16.0,2,"4,5|13,14|",0.125,0.35723125
184285.txt,35.0,3,"2,3|7,8|31,32|",0.085714285714285715,0.3788475
172261.txt,28.0,3,"5,6|6,7|27,28|",0.10714285714285714,0.32122700000000004
129265.txt,8.0,1,"3,4|",0.125,0.38972625
219493.txt,21.0,2,"11,12|12,13|",0.095238095238095233,0.18025099999999999
255855.txt,26.0,2,"6,7|14,15|",0.076923076923076927,0.36789850000000002
213800.txt,24.0,4,"19,20|20,21|21,22|22,23|",0.16666666666666666,0.33887500000000004
265028.txt,21.0,2,"9,10|13,14|",0.095238095238095233,0.13352999999999998
92450.txt,23.0,2,"9,10|19,20|",0.086956521739130432,0.36114100000000005
19311.txt,32.0,2,"27,28|30,31|",0.0625,0.29523074999999999
263303.txt,16.0,1,"8,9|",0.0625,0.37772675
168588.txt,75.0,10,"33,34|34,35|45,46|46,47|51,52|57,58|58,59|67,68|68,69|69,70|",0.13333333333333333,0.237895
227541.txt,13.0,1,"2,3|",0.076923076923076927,0.39090900000000001
200840.txt,24.0,3,"3,4|4,5|5,6|",0.125,0.39124799999999998
58365.txt,15.0,1,"11,12|",0.066666666666666666,0.34881249999999997
95317.txt,25.0,2,"5,6|13,14|",0.080000000000000002,0.380278
195439.txt,18.0,1,"10,11|",0.055555555555555552,0.29349075000000002
98155.txt,10.0,1,"4,5|",0.10000000000000001,0.38639400000000002
167056.txt,79.0,9,"16,17|33,34|46,47|51,52|65,66|66,67|70,71|77,78|78,79|",0.11392405063291139,0.35330250000000002
139894.txt,23.0,3,"15,16|16,17|17,18|",0.13043478260869565,0.3334665
178604.txt,13.0,1,"12,13|",0.076923076923076927,0.32375999999999999
255060.txt,22.0,4,"3,4|4,5|5,6|21,22|",0.18181818181818182,0.26110149999999999
224841.txt,12.0,1,"10,11|",0.083333333333333329,0.22033274999999999
44823.txt,35.0,2,"19,20|25,26|",0.057142857142857141,0.37408799999999998
269941.txt,14.0,1,"5,6|",0.071428571428571425,0.37515825000000003
221939.txt,26.0,3,"3,4|17,18|18,19|",0.11538461538461539,0.33809749999999994
176615.txt,17.0,1,"4,5|",0.058823529411764705,0.350601
57693.txt,11.0,1,"5,6|",0.090909090909090912,0.3733455
19271.txt,34.0,2,"7,8|17,18|",0.058823529411764705,0.34908424999999998
176826.txt,46.0,6,"16,17|20,21|24,25|31,32|32,33|37,38|",0.13043478260869565,0.35399025000000001
47319.txt,24.0,1,"22,23|",0.041666666666666664,0.38611574999999998
23853.txt,75.0,8,"42,43|43,44|52,53|59,60|60,61|64,65|65,66|68,69|",0.10666666666666667,0.30376199999999998
202845.txt,17.0,1,"7,8|",0.058823529411764705,0.30130999999999997
210299.txt,33.0,2,"6,7|7,8|",0.060606060606060608,0.232323
107991.txt,24.0,1,"7,8|",0.041666666666666664,0.39311200000000002
207097.txt,10.0,1,"4,5|",0.10000000000000001,0.23157599999999998
17274.txt,38.0,3,"13,14|31,32|36,37|",0.078947368421052627,0.38122250000000002
45254.txt,84.0,6,"4,5|15,16|20,21|25,26|33,34|34,35|",0.071428571428571425,0.30999225000000002
250326.txt,13.0,1,"10,11|",0.076923076923076927,0.38534099999999999
200277.txt,20.0,2,"6,7|13,14|",0.10000000000000001,0.38123300000000004
242050.txt,19.0,1,"18,19|",0.052631578947368418,0.357402
95920.txt,67.0,10,"50,51|55,56|56,57|57,58|58,59|59,60|60,61|61,62|62,63|66,67|",0.14925373134328357,0.37182999999999999
29629.txt,6.0,1,"4,5|",0.16666666666666666,0.28435500000000002
192949.txt,14.0,1,"3,4|",0.071428571428571425,0.37563750000000001
25013.txt,9.0,1,"4,5|",0.1111111111111111,0.261658
131990.txt,20.0,2,"1,2|2,3|",0.10000000000000001,0.3880885
134624.txt,57.0,4,"10,11|25,26|40,41|44,45|",0.070175438596491224,0.34512800000000005
95049.txt,16.0,2,"4,5|11,12|",0.125,0.3557015
108888.txt,45.0,3,"7,8|20,21|38,39|",0.066666666666666666,0.39602500000000002
141250.txt,54.0,5,"19,20|20,21|21,22|22,23|23,24|",0.092592592592592587,0.39728324999999998
250497.txt,16.0,2,"10,11|11,12|",0.125,0.37570625000000002
599.txt,26.0,2,"7,8|8,9|",0.076923076923076927,0.328791
122907.txt,31.0,3,"22,23|23,24|26,27|",0.096774193548387094,0.3780945
112152.txt,25.0,5,"13,14|14,15|15,16|16,17|17,18|",0.20000000000000001,0.28179799999999999
201196.txt,15.0,1,"12,13|",0.066666666666666666,0.26879550000000002
121598.txt,23.0,3,"7,8|8,9|14,15|",0.13043478260869565,0.37447600000000003
65386.txt,24.0,4,"9,10|19,20|20,21|21,22|",0.16666666666666666,0.21372124999999997
237430.txt,26.0,2,"9,10|21,22|",0.076923076923076927,0.37998725
156074.txt,87.0,8,"16,17|17,18|23,24|32,33|38,39|39,40|66,67|69,70|",0.091954022988505746,0.36842649999999999
63087.txt,17.0,2,"6,7|7,8|",0.11764705882352941,0.38478299999999999
38929.txt,14.0,2,"3,4|8,9|",0.14285714285714285,0.38033175000000002
28284.txt,69.0,5,"11,12|16,17|39,40|42,43|46,47|",0.072463768115942032,0.32419999999999999
57450.txt,52.0,3,"20,21|23,24|41,42|",0.057692307692307696,0.236956
224328.txt,16.0,1,"15,16|",0.0625,0.2458235
197172.txt,21.0,1,"17,18|",0.047619047619047616,0.35860199999999998
97884.txt,35.0,4,"14,15|15,16|18,19|21,22|",0.11428571428571428,0.345804
150439.txt,34.0,3,"21,22|22,23|25,26|",0.088235294117647065,0.3185885
181076.txt,16.0,2,"11,12|14,15|",0.125,0.38224575
183113.txt,77.0,7,"20,21|21,22|31,32|43,44|68,69|75,76|76,77|",0.090909090909090912,0.26793400000000001
267239.txt,44.0,4,"30,31|37,38|41,42|42,43|",0.090909090909090912,0.39210250000000002
110784.txt,19.0,3,"11,12|12,13|13,14|",0.15789473684210525,0.15792699999999998
19924.txt,46.0,3,"4,5|5,6|26,27|",0.065217391304347824,0.39403525000000006
255512.txt,25.0,2,"19,20|20,21|",0.080000000000000002,0.38594899999999999
47680.txt,37.0,1,"26,27|",0.027027027027027029,0.288076
233867.txt,16.0,1,"9,10|",0.0625,0.28110950000000001
64071.txt,27.0,2,"6,7|22,23|",0.07407407407407407,0.37253700000000001
256741.txt,10.0,1,"3,4|",0.10000000000000001,0.38462099999999999
219730.txt,10.0,2,"4,5|5,6|",0.20000000000000001,0.37792600000000004
149801.txt,46.0,4,"8,9|16,17|29,30|30,31|",0.086956521739130432,0.33313625000000002
192552.txt,22.0,2,"11,12|19,20|",0.090909090909090912,0.2269495
18637.txt,14.0,1,"9,10|",0.071428571428571425,0.17558925
104242.txt,21.0,1,"11,12|",0.047619047619047616,0.38804899999999998
260026.txt,16.0,2,"11,12|14,15|",0.125,0.39492325
222573.txt,14.0,2,"6,7|7,8|",0.14285714285714285,0.2941395
84350.txt,24.0,3,"6,7|14,15|17,18|",0.125,0.39726100000000003
43196.txt,37.0,2,"2,3|3,4|",0.054054054054054057,0.27864299999999997
205133.txt,26.0,2,"23,24|24,25|",0.076923076923076927,0.37510100000000002
71124.txt,26.0,3,"11,12|12,13|13,14|",0.11538461538461539,0.39996549999999997
31500.txt,17.0,2,"3,4|8,9|",0.11764705882352941,0.39887399999999995
27376.txt,23.0,2,"6,7|14,15|",0.086956521739130432,0.31436149999999996
74048.txt,21.0,3,"7,8|8,9|9,10|",0.14285714285714285,0.36801799999999996
177509.txt,38.0,3,"9,10|16,17|19,20|",0.078947368421052627,0.22898375000000001
