doc,total count,surprise count,lines,surprise score,threshold
161646.txt,7,1,"0,1|",0.142857143,0.181136005
105471.txt,22,4,"0,1|1,2|19,20|20,21|",0.181818182,0.226618765
57419.txt,9,1,"5,6|",0.111111111,0.216753
258082.txt,16,1,"0,1|",0.0625,0.219243958
107502.txt,10,2,"7,8|8,9|",0.2,0.24738326
151963.txt,25,2,"5,6|6,7|",0.08,0.15476191
139407.txt,13,1,"11,12|",0.076923077,0.19937286
210993.txt,11,1,"9,10|",0.090909091,0.2277703
193149.txt,16,2,"0,1|14,15|",0.125,0.26976851
82756.txt,9,1,"3,4|",0.111111111,0.27265036
222262.txt,15,1,"9,10|",0.066666667,0.148006365
128091.txt,11,1,"2,3|",0.090909091,0.273900405
258525.txt,8,1,"1,2|",0.125,0.21054982
175433.txt,7,1,"0,1|",0.142857143,0.28542498
267110.txt,20,1,"9,10|",0.05,0.21590969
181411.txt,24,1,"21,22|",0.041666667,0.28988155
132142.txt,21,1,"19,20|",0.047619048,0.21898314
206511.txt,8,1,"6,7|",0.125,0.26002202
150512.txt,9,1,"3,4|",0.111111111,0.21449557
94242.txt,9,1,"7,8|",0.111111111,0.27398443
205568.txt,10,1,"3,4|",0.1,0.23564685
121300.txt,6,1,"0,1|",0.166666667,0.203290555
125173.txt,6,1,"4,5|",0.166666667,0.18657051
65251.txt,21,1,"1,2|",0.047619048,0.17603073
204139.txt,12,1,"2,3|",0.083333333,0.175420528
242805.txt,13,1,"10,11|",0.076923077,0.23394343
166260.txt,23,3,"4,5|5,6|14,15|",0.130434783,0.247966055
129577.txt,12,1,"0,1|",0.083333333,0.175943392
226171.txt,6,1,"4,5|",0.166666667,0.48409601
265048.txt,17,1,"0,1|",0.058823529,0.27579325
246861.txt,12,1,"3,4|",0.083333333,0.206746248
261206.txt,12,1,"8,9|",0.083333333,0.31507926
68359.txt,15,1,"2,3|",0.066666667,0.238347115
82794.txt,11,1,"0,1|",0.090909091,0.247937185
9814.txt,11,1,"2,3|",0.090909091,0.22233308
85979.txt,6,1,"3,4|",0.166666667,0.268920155
201337.txt,16,2,"1,2|2,3|",0.125,0.251817063
161484.txt,9,1,"5,6|",0.111111111,0.3378399
228014.txt,8,1,"6,7|",0.125,0.235454635
104546.txt,17,2,"3,4|14,15|",0.117647059,0.26376033
263798.txt,8,1,"4,5|",0.125,0.33725567
181969.txt,10,1,"5,6|",0.1,0.186637603
222920.txt,13,2,"4,5|5,6|",0.153846154,0.24297024
238039.txt,21,2,"0,1|7,8|",0.095238095,0.28213134
229642.txt,10,1,"8,9|",0.1,0.237256335
256096.txt,11,1,"8,9|",0.090909091,0.266464055
141022.txt,8,1,"4,5|",0.125,0.201561615
203281.txt,15,1,"9,10|",0.066666667,0.181271015
226968.txt,12,1,"6,7|",0.083333333,0.179891495
205155.txt,13,1,"4,5|",0.076923077,0.17979205
177382.txt,15,1,"0,1|",0.066666667,0.225274545
161537.txt,10,1,"1,2|",0.1,0.161774155
255164.txt,10,1,"1,2|",0.1,0.244871395
51669.txt,10,1,"6,7|",0.1,0.109333658
258681.txt,13,1,"3,4|",0.076923077,0.22917044
200367.txt,11,1,"4,5|",0.090909091,0.2536342
68765.txt,19,2,"5,6|17,18|",0.105263158,0.24888024
256108.txt,24,2,"3,4|8,9|",0.083333333,0.219050163
209418.txt,12,1,"4,5|",0.083333333,0.248605762
43536.txt,20,1,"15,16|",0.05,0.172817073
87206.txt,12,1,"1,2|",0.083333333,0.141472625
137002.txt,11,1,"3,4|",0.090909091,0.20839924
125406.txt,12,1,"0,1|",0.083333333,0.175943392
63369.txt,14,1,"7,8|",0.071428571,0.292197702
236401.txt,7,1,"1,2|",0.142857143,0.19769428
158360.txt,25,1,"23,24|",0.04,0.2086214
147532.txt,14,1,"6,7|",0.071428571,0.155134868
200992.txt,21,3,"8,9|9,10|10,11|",0.142857143,0.24351417
237680.txt,16,2,"2,3|6,7|",0.125,0.263729405
232908.txt,17,1,"4,5|",0.058823529,0.218993
216100.txt,19,2,"0,1|1,2|",0.105263158,0.17817914
98905.txt,14,1,"12,13|",0.071428571,0.278517525
207780.txt,21,2,"14,15|18,19|",0.095238095,0.25086164
59142.txt,13,1,"9,10|",0.076923077,0.28821406
256295.txt,14,1,"9,10|",0.071428571,0.226423037
163043.txt,8,1,"3,4|",0.125,0.216708012
202405.txt,7,1,"1,2|",0.142857143,0.180298725
102456.txt,21,2,"3,4|16,17|",0.095238095,0.21691991
114552.txt,12,1,"2,3|",0.083333333,0.23033846
209593.txt,14,1,"10,11|",0.071428571,0.307625432
156749.txt,8,1,"6,7|",0.125,0.178660573
175186.txt,15,1,"2,3|",0.066666667,0.22109949
255588.txt,22,2,"0,1|14,15|",0.090909091,0.293973642
232275.txt,17,1,"11,12|",0.058823529,0.20415825
229899.txt,6,1,"4,5|",0.166666667,0.309323015
235254.txt,10,1,"3,4|",0.1,0.207425695
53848.txt,8,1,"2,3|",0.125,0.236592562
119909.txt,20,1,"8,9|",0.05,0.177165185
251077.txt,17,1,"9,10|",0.058823529,0.13301626
229331.txt,14,2,"4,5|5,6|",0.142857143,0.245346945
194152.txt,17,2,"12,13|15,16|",0.117647059,0.18816322
267062.txt,12,2,"8,9|9,10|",0.166666667,0.275989857
213046.txt,14,2,"1,2|4,5|",0.142857143,0.09729049
211123.txt,8,1,"0,1|",0.125,0.312169045
260889.txt,12,1,"5,6|",0.083333333,0.25781769
155108.txt,15,3,"2,3|3,4|4,5|",0.2,0.115976178
182863.txt,12,2,"0,1|1,2|",0.166666667,0.346632672
250745.txt,16,2,"6,7|10,11|",0.125,0.237481035
100690.txt,25,2,"21,22|22,23|",0.08,0.27047187
262536.txt,8,1,"6,7|",0.125,0.271383337
164699.txt,6,1,"1,2|",0.166666667,0.223125593
101968.txt,16,1,"7,8|",0.0625,0.18755117
145865.txt,9,1,"6,7|",0.111111111,0.13289995
121449.txt,8,1,"0,1|",0.125,0.18627206
173455.txt,17,1,"13,14|",0.058823529,0.13934289
9580.txt,6,1,"0,1|",0.166666667,0.21339668
194543.txt,14,1,"10,11|",0.071428571,0.134265027
234017.txt,13,1,"10,11|",0.076923077,0.2357123
113821.txt,15,1,"8,9|",0.066666667,0.159011585
99588.txt,6,1,"3,4|",0.166666667,0.057393597
77337.txt,21,1,"17,18|",0.047619048,0.13651596
152699.txt,20,1,"9,10|",0.05,0.184619148
8463.txt,20,4,"12,13|13,14|14,15|15,16|",0.2,0.277194402
82625.txt,10,2,"1,2|2,3|",0.2,0.12916591
151421.txt,7,1,"4,5|",0.142857143,0.29343353
100108.txt,11,2,"2,3|3,4|",0.181818182,0.309110215
39138.txt,10,1,"5,6|",0.1,0.20380357
218660.txt,11,1,"0,1|",0.090909091,0.31212236
258522.txt,8,1,"1,2|",0.125,0.21054982
262872.txt,16,2,"7,8|13,14|",0.125,0.277513803
174064.txt,11,2,"5,6|6,7|",0.181818182,0.19564291
134440.txt,20,1,"3,4|",0.05,0.188609252
194153.txt,28,2,"5,6|6,7|",0.071428571,0.327935575
216842.txt,11,1,"1,2|",0.090909091,0.30064571
260042.txt,11,1,"9,10|",0.090909091,0.155735005
239123.txt,10,1,"1,2|",0.1,0.31903749
227876.txt,14,1,"1,2|",0.071428571,0.130625972
244321.txt,28,2,"0,1|1,2|",0.071428571,0.14531868
127831.txt,23,3,"0,1|1,2|8,9|",0.130434783,0.25249747
154613.txt,18,2,"0,1|1,2|",0.111111111,0.315585303
122090.txt,8,1,"5,6|",0.125,0.30521387
236075.txt,11,1,"2,3|",0.090909091,0.204343335
100219.txt,8,1,"4,5|",0.125,0.156675258
133638.txt,11,1,"7,8|",0.090909091,0.17336944
249104.txt,11,1,"9,10|",0.090909091,0.25767549
9493.txt,6,1,"4,5|",0.166666667,0.19934433
128556.txt,15,2,"3,4|4,5|",0.133333333,0.200477265
226058.txt,13,1,"6,7|",0.076923077,0.24639764
246960.txt,15,2,"1,2|4,5|",0.133333333,0.16953898
141721.txt,9,1,"4,5|",0.111111111,0.15690236
92257.txt,15,1,"5,6|",0.066666667,0.191549985
63537.txt,17,1,"15,16|",0.058823529,0.20107307
217508.txt,12,1,"0,1|",0.083333333,0.215495363
87855.txt,11,1,"2,3|",0.090909091,0.257293355
193049.txt,8,1,"3,4|",0.125,0.270667963
3223.txt,10,1,"0,1|",0.1,0.124826576
202930.txt,15,2,"1,2|2,3|",0.133333333,0.164898838
145355.txt,17,1,"7,8|",0.058823529,0.20732714
229551.txt,15,2,"1,2|2,3|",0.133333333,0.19791796
209859.txt,6,1,"1,2|",0.166666667,0.269682172
197207.txt,18,1,"8,9|",0.055555556,0.253699775
189978.txt,17,2,"6,7|7,8|",0.117647059,0.17542276
89930.txt,16,1,"14,15|",0.0625,0.20039936
131198.txt,8,1,"6,7|",0.125,0.2306196
66936.txt,28,3,"1,2|7,8|26,27|",0.107142857,0.12440802
115748.txt,14,2,"7,8|8,9|",0.142857143,0.197972815
166956.txt,15,1,"11,12|",0.066666667,0.16665592
236667.txt,26,4,"12,13|13,14|22,23|23,24|",0.153846154,0.085257065
59250.txt,10,1,"4,5|",0.1,0.254957287
86626.txt,13,1,"0,1|",0.076923077,0.2707954
243575.txt,10,1,"3,4|",0.1,0.140336445
25166.txt,11,1,"0,1|",0.090909091,0.225332985
190795.txt,7,1,"3,4|",0.142857143,0.24124368
246425.txt,20,1,"5,6|",0.05,0.295783357
67369.txt,10,1,"2,3|",0.1,0.2323591
136635.txt,12,1,"9,10|",0.083333333,0.200587413
257273.txt,9,1,"4,5|",0.111111111,0.2632335
272024.txt,21,2,"10,11|13,14|",0.095238095,0.26048946
238663.txt,11,1,"4,5|",0.090909091,0.274302795
125846.txt,14,1,"0,1|",0.071428571,0.19565806
43235.txt,11,1,"6,7|",0.090909091,0.316740705
205079.txt,8,1,"1,2|",0.125,0.24313495
256347.txt,20,2,"10,11|13,14|",0.1,0.210573715
43976.txt,23,2,"5,6|15,16|",0.086956522,0.183261715
225381.txt,13,1,"0,1|",0.076923077,0.30407092
252055.txt,10,1,"3,4|",0.1,0.248444462
147386.txt,18,1,"5,6|",0.055555556,0.239680348
109994.txt,13,1,"1,2|",0.076923077,0.3189431
113714.txt,24,2,"0,1|17,18|",0.083333333,0.18128199
151255.txt,17,1,"8,9|",0.058823529,0.25775996
196050.txt,14,1,"9,10|",0.071428571,0.21536811
156923.txt,7,1,"5,6|",0.142857143,0.230379505
90858.txt,13,1,"0,1|",0.076923077,0.23551816
165480.txt,19,1,"10,11|",0.052631579,0.26528868
189400.txt,14,1,"9,10|",0.071428571,0.313396858
87315.txt,13,1,"11,12|",0.076923077,0.21164893
191259.txt,9,1,"7,8|",0.111111111,0.12952629
169290.txt,9,1,"2,3|",0.111111111,0.18864225
122939.txt,16,1,"14,15|",0.0625,0.141505245
262341.txt,22,2,"14,15|17,18|",0.090909091,0.221237405
63911.txt,17,2,"7,8|8,9|",0.117647059,0.22720592
159384.txt,10,2,"7,8|8,9|",0.2,0.204967435
176415.txt,13,1,"0,1|",0.076923077,0.19139268
63736.txt,6,1,"4,5|",0.166666667,0.211670323
200507.txt,19,3,"10,11|11,12|12,13|",0.157894737,0.220597295
118643.txt,21,2,"3,4|10,11|",0.095238095,0.14865579
4375.txt,16,1,"7,8|",0.0625,0.284576195
237181.txt,10,1,"2,3|",0.1,0.22615222
116849.txt,11,1,"9,10|",0.090909091,0.19086792
215452.txt,17,1,"10,11|",0.058823529,0.21887663
171150.txt,19,1,"11,12|",0.052631579,0.25338301
180803.txt,17,1,"0,1|",0.058823529,0.2346203
39799.txt,18,2,"3,4|15,16|",0.111111111,0.241826023
194719.txt,20,1,"18,19|",0.05,0.31941651
169131.txt,7,1,"5,6|",0.142857143,0.1683485
75550.txt,14,1,"7,8|",0.071428571,0.15824071
41193.txt,6,1,"2,3|",0.166666667,0.297371713
211026.txt,7,1,"4,5|",0.142857143,0.223425925
64313.txt,10,1,"6,7|",0.1,0.222566775
95881.txt,26,2,"0,1|23,24|",0.076923077,0.25292472
200473.txt,16,2,"2,3|3,4|",0.125,0.130741598
88812.txt,7,1,"5,6|",0.142857143,0.061664407
68058.txt,18,1,"4,5|",0.055555556,0.219520577
268916.txt,12,1,"10,11|",0.083333333,0.21821153
217132.txt,11,2,"6,7|7,8|",0.181818182,0.24168256
43236.txt,11,1,"9,10|",0.090909091,0.214019755
61524.txt,10,1,"2,3|",0.1,0.258953788
218956.txt,10,2,"5,6|6,7|",0.2,0.126754039
74854.txt,21,1,"6,7|",0.047619048,0.16682185
176158.txt,14,1,"0,1|",0.071428571,0.160543415
112384.txt,12,1,"9,10|",0.083333333,0.18550899
158528.txt,13,1,"5,6|",0.076923077,0.24891974
244807.txt,12,2,"8,9|9,10|",0.166666667,0.207285085
180143.txt,16,1,"1,2|",0.0625,0.21287173
241566.txt,17,1,"0,1|",0.058823529,0.25935823
119038.txt,10,1,"8,9|",0.1,0.323218595
220629.txt,7,1,"3,4|",0.142857143,0.201929275
87466.txt,9,1,"7,8|",0.111111111,0.24037926
228513.txt,14,1,"8,9|",0.071428571,0.174437155
1998.txt,21,1,"4,5|",0.047619048,0.23402272
268669.txt,19,2,"6,7|7,8|",0.105263158,0.26078507
96751.txt,6,1,"0,1|",0.166666667,0.150116095
250692.txt,10,1,"0,1|",0.1,0.21630277
214761.txt,16,1,"12,13|",0.0625,0.292952817
266491.txt,13,1,"6,7|",0.076923077,0.13356094
242269.txt,24,2,"2,3|18,19|",0.083333333,0.209111435
86344.txt,20,2,"0,1|14,15|",0.1,0.214116185
11776.txt,11,1,"7,8|",0.090909091,0.14845442
233296.txt,10,1,"0,1|",0.1,0.208339293
237782.txt,9,1,"0,1|",0.111111111,0.20012349
243003.txt,11,2,"0,1|1,2|",0.181818182,0.29507006
156887.txt,17,1,"5,6|",0.058823529,0.22217755
222172.txt,12,1,"0,1|",0.083333333,0.168710805
82491.txt,24,1,"13,14|",0.041666667,0.199003225
207331.txt,13,1,"2,3|",0.076923077,0.13851947
164174.txt,19,1,"0,1|",0.052631579,0.172114835
64883.txt,19,2,"7,8|13,14|",0.105263158,0.23347935
231655.txt,6,1,"4,5|",0.166666667,0.3038118
225634.txt,17,1,"14,15|",0.058823529,0.22579096
268734.txt,19,1,"2,3|",0.052631579,0.25495324
131410.txt,6,1,"4,5|",0.166666667,0.143897245
79434.txt,12,1,"8,9|",0.083333333,0.129095003
94769.txt,14,2,"2,3|12,13|",0.142857143,0.10898584
213812.txt,8,1,"5,6|",0.125,0.218062527
230013.txt,16,3,"9,10|10,11|11,12|",0.1875,0.153579693
243176.txt,9,1,"5,6|",0.111111111,0.20119555
250687.txt,16,2,"6,7|7,8|",0.125,0.180746903
212885.txt,10,1,"6,7|",0.1,0.280206938
266137.txt,6,1,"3,4|",0.166666667,0.28712066
253824.txt,17,1,"12,13|",0.058823529,0.30002007
247845.txt,13,1,"11,12|",0.076923077,0.32983473
157378.txt,8,1,"3,4|",0.125,0.30242536
177916.txt,8,1,"5,6|",0.125,0.275091385
195987.txt,8,1,"6,7|",0.125,0.31611238
73292.txt,6,1,"4,5|",0.166666667,0.063718557
131016.txt,8,1,"6,7|",0.125,0.263336495
211356.txt,13,1,"0,1|",0.076923077,0.2665236
100744.txt,11,1,"5,6|",0.090909091,0.26695013
184444.txt,16,1,"10,11|",0.0625,0.30469807
233450.txt,25,1,"1,2|",0.04,0.19359572
194131.txt,18,1,"4,5|",0.055555556,0.182979042
194125.txt,16,1,"12,13|",0.0625,0.19843333
271677.txt,14,1,"3,4|",0.071428571,0.27603094
36527.txt,16,1,"14,15|",0.0625,0.209550703
88587.txt,6,1,"3,4|",0.166666667,0.20773165
86151.txt,15,3,"0,1|1,2|2,3|",0.2,0.204565235
154922.txt,14,1,"5,6|",0.071428571,0.25319811
74304.txt,8,1,"5,6|",0.125,0.252592075
123573.txt,24,1,"14,15|",0.041666667,0.237804615
200312.txt,17,1,"5,6|",0.058823529,0.22844552
42884.txt,8,1,"4,5|",0.125,0.259145827
265213.txt,6,1,"1,2|",0.166666667,0.25331592
153057.txt,21,1,"19,20|",0.047619048,0.17021507
132654.txt,12,1,"0,1|",0.083333333,0.2001088
196684.txt,18,2,"6,7|15,16|",0.111111111,0.160065045
5859.txt,21,1,"1,2|",0.047619048,0.17985763
168572.txt,14,1,"3,4|",0.071428571,0.235024602
223044.txt,8,1,"2,3|",0.125,0.237714423
207870.txt,22,2,"2,3|18,19|",0.090909091,0.233649855
198911.txt,22,3,"7,8|8,9|9,10|",0.136363636,0.165342037
69036.txt,20,1,"17,18|",0.05,0.161751938
130679.txt,16,1,"6,7|",0.0625,0.182829155
55903.txt,14,1,"5,6|",0.071428571,0.291328075
106334.txt,14,1,"7,8|",0.071428571,0.248728927
62188.txt,8,1,"0,1|",0.125,0.088743169
268680.txt,6,1,"0,1|",0.166666667,0.176371632
208160.txt,16,2,"0,1|14,15|",0.125,0.146520625
252252.txt,24,1,"15,16|",0.041666667,0.243275737
249672.txt,16,1,"0,1|",0.0625,0.195652288
107200.txt,7,1,"3,4|",0.142857143,0.26538581
175682.txt,20,2,"16,17|17,18|",0.1,0.262487275
247691.txt,11,1,"4,5|",0.090909091,0.20430564
146245.txt,10,1,"8,9|",0.1,0.251310115
218381.txt,22,1,"18,19|",0.045454545,0.236548265
226284.txt,12,1,"0,1|",0.083333333,0.161960948
246564.txt,11,1,"9,10|",0.090909091,0.257627685
59885.txt,6,1,"4,5|",0.166666667,0.331172397
266313.txt,16,1,"14,15|",0.0625,0.409455415
78863.txt,35,4,"16,17|31,32|32,33|33,34|",0.114285714,0.14377761
151507.txt,7,1,"5,6|",0.142857143,0.221429155
35750.txt,17,1,"10,11|",0.058823529,0.113492705
215464.txt,13,1,"1,2|",0.076923077,0.29435435
258564.txt,14,1,"1,2|",0.071428571,0.331644758
200055.txt,12,1,"7,8|",0.083333333,0.236629598
180000.txt,29,3,"23,24|24,25|27,28|",0.103448276,0.21686001
230753.txt,10,1,"8,9|",0.1,0.159060955
157957.txt,17,2,"0,1|1,2|",0.117647059,0.2653831
251352.txt,12,1,"6,7|",0.083333333,0.271286975
20215.txt,21,2,"2,3|3,4|",0.095238095,0.20036742
220756.txt,12,1,"0,1|",0.083333333,0.276680888
109397.txt,21,1,"16,17|",0.047619048,0.16729508
255450.txt,9,1,"3,4|",0.111111111,0.30073643
128403.txt,18,2,"2,3|16,17|",0.111111111,0.130808729
78269.txt,14,1,"0,1|",0.071428571,0.24729176
135447.txt,8,1,"4,5|",0.125,0.215482693
258607.txt,8,1,"2,3|",0.125,0.293470805
33903.txt,24,1,"18,19|",0.041666667,0.261656635
206948.txt,12,1,"1,2|",0.083333333,0.211529678
17137.txt,28,3,"1,2|17,18|26,27|",0.107142857,0.207409528
86404.txt,12,2,"9,10|10,11|",0.166666667,0.10947267
260165.txt,12,1,"1,2|",0.083333333,0.287282773
137913.txt,20,1,"11,12|",0.05,0.261101625
35180.txt,29,3,"2,3|21,22|22,23|",0.103448276,0.23781957
119422.txt,9,1,"4,5|",0.111111111,0.29056272
127453.txt,8,1,"6,7|",0.125,0.173847165
180613.txt,20,1,"17,18|",0.05,0.182761635
227372.txt,9,1,"4,5|",0.111111111,0.30549505
149407.txt,10,1,"5,6|",0.1,0.291811925
253381.txt,10,2,"1,2|2,3|",0.2,0.110409118
154330.txt,11,1,"5,6|",0.090909091,0.14683569
245722.txt,14,1,"10,11|",0.071428571,0.261183805
90845.txt,16,2,"1,2|2,3|",0.125,0.20074898
224337.txt,6,1,"2,3|",0.166666667,0.3262287
188065.txt,15,1,"5,6|",0.066666667,0.23169906
207288.txt,14,2,"9,10|10,11|",0.142857143,0.256251963
88005.txt,14,2,"6,7|7,8|",0.142857143,0.245825862
230354.txt,8,1,"4,5|",0.125,0.179398915
59306.txt,17,1,"13,14|",0.058823529,0.16912442
255241.txt,28,2,"10,11|22,23|",0.071428571,0.140152677
52284.txt,16,1,"14,15|",0.0625,0.219384773
242073.txt,12,1,"8,9|",0.083333333,0.223398382
118662.txt,14,1,"2,3|",0.071428571,0.206275748
155945.txt,12,1,"10,11|",0.083333333,0.209904855
143855.txt,14,1,"5,6|",0.071428571,0.190600838
136574.txt,21,1,"13,14|",0.047619048,0.17379637
181296.txt,11,1,"8,9|",0.090909091,0.29050947
260629.txt,19,1,"5,6|",0.052631579,0.26762812
223710.txt,17,1,"7,8|",0.058823529,0.17803928
260167.txt,16,1,"10,11|",0.0625,0.238943735
74684.txt,19,1,"13,14|",0.052631579,0.078302842
200678.txt,13,2,"9,10|10,11|",0.153846154,0.19212836
143921.txt,17,1,"10,11|",0.058823529,0.18969
235199.txt,18,1,"13,14|",0.055555556,0.233721755
244774.txt,12,1,"7,8|",0.083333333,0.305056275
15736.txt,16,1,"5,6|",0.0625,0.200180527
270610.txt,18,2,"5,6|12,13|",0.111111111,0.253326408
2490.txt,13,1,"9,10|",0.076923077,0.266051
121342.txt,11,1,"9,10|",0.090909091,0.20386314
72752.txt,18,1,"6,7|",0.055555556,0.27859215
212730.txt,10,1,"2,3|",0.1,0.271380843
259241.txt,14,1,"5,6|",0.071428571,0.312780087
36893.txt,13,1,"9,10|",0.076923077,0.09146993
75766.txt,16,1,"11,12|",0.0625,0.264217655
115970.txt,13,2,"8,9|9,10|",0.153846154,0.18922813
136617.txt,6,1,"1,2|",0.166666667,0.262918198
164838.txt,16,1,"5,6|",0.0625,0.192313917
46409.txt,21,1,"9,10|",0.047619048,0.12348754
69617.txt,11,1,"7,8|",0.090909091,0.131792445
254572.txt,9,1,"2,3|",0.111111111,0.2700333
217477.txt,11,1,"0,1|",0.090909091,0.206860625
263484.txt,11,1,"8,9|",0.090909091,0.154481165
57048.txt,8,1,"0,1|",0.125,0.285943715
96172.txt,11,1,"9,10|",0.090909091,0.251309
266259.txt,14,1,"12,13|",0.071428571,0.204889505
273132.txt,18,1,"14,15|",0.055555556,0.297958893
244173.txt,12,2,"3,4|4,5|",0.166666667,0.22622113
205649.txt,8,1,"0,1|",0.125,0.20441033
117593.txt,6,1,"1,2|",0.166666667,0.1942543
96953.txt,31,4,"17,18|23,24|24,25|25,26|",0.129032258,0.212098795
259678.txt,16,2,"0,1|1,2|",0.125,0.22309167
262836.txt,19,1,"6,7|",0.052631579,0.24179245
211166.txt,19,1,"15,16|",0.052631579,0.202242435
273708.txt,10,1,"7,8|",0.1,0.36134881
190403.txt,11,1,"9,10|",0.090909091,0.20185204
39356.txt,19,1,"17,18|",0.052631579,0.27948934
191537.txt,21,1,"10,11|",0.047619048,0.2217522
166829.txt,9,1,"7,8|",0.111111111,0.290923
64910.txt,12,1,"7,8|",0.083333333,0.18295776
62342.txt,6,1,"1,2|",0.166666667,0.182217378
52281.txt,16,1,"10,11|",0.0625,0.198166235
201629.txt,15,2,"5,6|6,7|",0.133333333,0.197193815
264264.txt,9,1,"0,1|",0.111111111,0.26037243
206387.txt,12,1,"2,3|",0.083333333,0.30925108
257862.txt,8,1,"0,1|",0.125,0.184652143
35971.txt,12,1,"5,6|",0.083333333,0.201645698
48742.txt,7,1,"5,6|",0.142857143,0.227199635
268462.txt,13,1,"10,11|",0.076923077,0.1958677
60964.txt,16,1,"8,9|",0.0625,0.22074376
173950.txt,12,1,"5,6|",0.083333333,0.225722472
146900.txt,18,2,"12,13|16,17|",0.111111111,0.253248635
248759.txt,12,1,"5,6|",0.083333333,0.211155445
99523.txt,24,2,"2,3|18,19|",0.083333333,0.25758851
137082.txt,22,2,"0,1|8,9|",0.090909091,0.253124617
5107.txt,35,4,"7,8|8,9|20,21|31,32|",0.114285714,0.13612385
94749.txt,13,1,"8,9|",0.076923077,0.28767735
200899.txt,7,1,"3,4|",0.142857143,0.23112534
64445.txt,16,1,"11,12|",0.0625,0.204824852
235822.txt,19,2,"6,7|16,17|",0.105263158,0.26091989
92.txt,9,1,"4,5|",0.111111111,0.2605869
231885.txt,21,2,"0,1|1,2|",0.095238095,0.24139413
153712.txt,12,2,"1,2|2,3|",0.166666667,0.173605476
64874.txt,32,5,"19,20|20,21|24,25|25,26|26,27|",0.15625,0.232887822
250512.txt,16,1,"0,1|",0.0625,0.259277613
23256.txt,16,1,"12,13|",0.0625,0.253855485
158860.txt,15,1,"12,13|",0.066666667,0.196688405
22149.txt,7,1,"4,5|",0.142857143,0.081350748
115791.txt,11,1,"7,8|",0.090909091,0.117344815
82328.txt,25,2,"10,11|14,15|",0.08,0.21671759
88605.txt,10,1,"1,2|",0.1,0.028394939
127910.txt,7,1,"5,6|",0.142857143,0.154164285
197751.txt,17,3,"9,10|10,11|11,12|",0.176470588,0.19615331
45893.txt,25,3,"10,11|22,23|23,24|",0.12,0.18853317
164815.txt,15,1,"7,8|",0.066666667,0.21562756
219339.txt,10,1,"0,1|",0.1,0.32269999
